"filename", "language", "Markdown", "JSON with Comments", "Skill", "JSON", "Ignore", "YAML", "Python", "CSV", "Log", "TypeScript", "TypeScript JSX", "PowerShell", "Shell Script", "MS SQL", "Docker", "JavaScript", "PostCSS", "JavaScript JSX", "XML", "comment", "blank", "total"
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\SKILL.md", "Skill", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 293
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\charts.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\colors.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 98
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\icons.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\landing.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\products.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\react-performance.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\astro.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\flutter.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\html-tailwind.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\jetpack-compose.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\nextjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\nuxt-ui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\nuxtjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\react-native.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\react.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\shadcn.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\svelte.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\swiftui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\stacks\vue.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\styles.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\typography.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\ui-reasoning.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\ux-guidelines.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\data\web-interface.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\scripts\core.py", "Python", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44, 254
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\scripts\design_system.py", "Python", 0, 0, 0, 0, 0, 0, 795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 135, 1068
"c:\Users\dell\Documents\ScholarX\V2\web\.opencode\skills\ui-ux-pro-max\scripts\search.py", "Python", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 115
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions.yml", "YAML", 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 149
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\README.md", "Markdown", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 101
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\commands\speckit.git.commit.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 49
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\commands\speckit.git.feature.md", "Markdown", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 68
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\commands\speckit.git.initialize.md", "Markdown", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\commands\speckit.git.remote.md", "Markdown", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 46
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\commands\speckit.git.validate.md", "Markdown", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\config-template.yml", "YAML", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 63
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\extension.yml", "YAML", 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 141
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\git-config.yml", "YAML", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 63
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\bash\auto-commit.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 33, 22, 191
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\bash\create-new-feature.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 377, 0, 0, 0, 0, 0, 0, 32, 45, 454
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\bash\git-common.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 13, 8, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\bash\initialize-repo.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 10, 10, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\powershell\auto-commit.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 28, 23, 221
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\powershell\create-new-feature.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 341, 0, 0, 0, 0, 0, 0, 0, 21, 42, 404
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\powershell\git-common.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 7, 7, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\extensions\git\scripts\powershell\initialize-repo.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 10, 8, 70
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\feature.json", "JSON", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\init-options.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\integration.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\integrations\agy.manifest.json", "JSON", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\integrations\codex.manifest.json", "JSON", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\integrations\speckit.manifest.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\memory\constitution.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 56
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\scripts\powershell\check-prerequisites.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 31, 26, 149
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\scripts\powershell\common.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 51, 39, 357
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\scripts\powershell\create-new-feature.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0, 0, 0, 49, 44, 383
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\scripts\powershell\setup-plan.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 10, 10, 62
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\templates\checklist-template.md", "Markdown", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 41
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\templates\constitution-template.md", "Markdown", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 51
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\templates\plan-template.md", "Markdown", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 105
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\templates\spec-template.md", "Markdown", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 44, 129
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\templates\tasks-template.md", "Markdown", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 81, 252
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\workflows\speckit\workflow.yml", "YAML", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 64
"c:\Users\dell\Documents\ScholarX\V2\web\.specify\workflows\workflow-registry.json", "JSON", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\dell\Documents\ScholarX\V2\web\AGENTS.md", "Markdown", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40, 98
"c:\Users\dell\Documents\ScholarX\V2\web\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 12, 9, 49
"c:\Users\dell\Documents\ScholarX\V2\web\README.md", "Markdown", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 37
"c:\Users\dell\Documents\ScholarX\V2\web\commit-all.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 7, 99
"c:\Users\dell\Documents\ScholarX\V2\web\components.json", "JSON", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\dell\Documents\ScholarX\V2\web\design-system\pages\opportunities.md", "Markdown", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"c:\Users\dell\Documents\ScholarX\V2\web\design-system\scholarx-admin\MASTER.md", "Markdown", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 207
"c:\Users\dell\Documents\ScholarX\V2\web\design-system\scholarx-admin\pages\admin-shell.md", "Markdown", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 53
"c:\Users\dell\Documents\ScholarX\V2\web\design-system\scholarx-admin\pages\course-builder.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 46
"c:\Users\dell\Documents\ScholarX\V2\web\design-system\scholarx-admin\pages\edit-lesson.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 48
"c:\Users\dell\Documents\ScholarX\V2\web\design-system\scholarx-admin\pages\new-course.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 49
"c:\Users\dell\Documents\ScholarX\V2\web\docs\AI-SEARCH-ENHANCEMENT-GUIDE.md", "Markdown", 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 579
"c:\Users\dell\Documents\ScholarX\V2\web\docs\Pixel-perfect-animation-specs.md", "Markdown", 1739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 371, 2110
"c:\Users\dell\Documents\ScholarX\V2\web\docs\courses-workflow-production-plan.md", "Markdown", 951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 1216
"c:\Users\dell\Documents\ScholarX\V2\web\docs\enroll-click-production-implementation-plan.md", "Markdown", 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 751
"c:\Users\dell\Documents\ScholarX\V2\web\docs\frontend-courses-api-handover.md", "Markdown", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 415
"c:\Users\dell\Documents\ScholarX\V2\web\docs\frontend-nextjs-schema-auth-guide.md", "Markdown", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 180
"c:\Users\dell\Documents\ScholarX\V2\web\docs\sprint-2-motion-system-requirements.md", "Markdown", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 359
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0000_round_william_stryker.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 9, 0, 135
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0001_clumsy_wild_pack.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 5, 0, 82
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0002_lessons_sort_unique.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0003_add_last_lesson_index.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0004_rapid_stone_men.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0005_course_categories.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 4, 1, 73
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0006_course_completion_state.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 23, 18, 253
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0007_repair_course_completion_state.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 0, 32, 31, 437
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0008_repair_course_completion_state_baseline_gap.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 0, 33, 31, 438
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0009_course_applications.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 56
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0010_course_auto_approve_applications.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\0011_align_course_application_age_check.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\meta\0000_snapshot.json", "JSON", 0, 0, 0, 869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 869
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\meta\0001_snapshot.json", "JSON", 0, 0, 0, 1560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1560
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\meta\0002_snapshot.json", "JSON", 0, 0, 0, 1581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1581
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\meta\0003_snapshot.json", "JSON", 0, 0, 0, 1588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1589
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\meta\0004_snapshot.json", "JSON", 0, 0, 0, 1638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1638
"c:\Users\dell\Documents\ScholarX\V2\web\drizzle\meta\_journal.json", "JSON", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 91
"c:\Users\dell\Documents\ScholarX\V2\web\eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 3, 19
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\Home.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 1, 38
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 10, 10, 67
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\Home.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 6, 27
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\README.md", "Markdown", 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 321
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Contact\Contact.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 6, 12, 125
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Contact\Contact.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 8, 46
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Features\Features.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 7, 7, 66
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Features\Features.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 7, 47, 341
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Hero\Hero.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 9, 7, 75
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Hero\Hero.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 441, 0, 0, 8, 65, 514
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\ImpactSection\ImpactSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 8, 7, 64
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\ImpactSection\ImpactSection.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 7, 26, 186
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Impact\Impact.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 15, 80
"c:\Users\dell\Documents\ScholarX\V2\web\legacy\Home\components\Impact\Impact.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 6, 50
